user,Text
MonaiTaraja,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
getdickoutdave,RT @MarkDice: Social Justice Warrior mall Santa makes kid cry by telling him no toy guns for Christmas https://t.co/u0lkM75lqC
ofcnathan_00,RT @oficialharielmc: Respeitem seus pais e suas mães que tão trabalhando aí pra paga a bosta da internet que vcs só usa pra fala merda e pa…
Candivr50,"RT @PabloEchenique: ""Este #6dicembre de un año tan difícil, los republicanos homenajeamos los avances sociales y democráticos que se plasma…"
CarloKrockel,"Welcome to December, which is hereby officially known as Holiday Party Season. 
 WHERE TO GET GORGEOUS.... WHEN SOC… https://t.co/zNWom2vNa7"
herreravaleriaa,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
Lucymoose1,"RT @Calderdale: With news about the #COVID19 vaccines doing the rounds on social media over the last week, we’ve listened to what you’ve ha…"
Ian_Lontra22,"@_dbz7n Piaaa só me grita aki, essa semana vou desligar de rede social"
CATUSMAGNA,"@kai_agus0812 @FerIglesias Siii, y stolbitzer a acción social y repatriamos a ricardito y a Moreau para armar la ca… https://t.co/Yv0ejCVZch"
pl4gve,"@Emishirou i'm p good ig, went to da social group in girlmode again, but it's p much a regular thing at this point"
TrancesHa,@goosetornado can I run your social media for the campaign.
neugssej,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
irfanonline,@masterofhind There is no independent media left in India.. at least we have social media for the handful
KathyHa1103,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
salpalshep,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
imfaniel,RT @OCLC: Don't miss out next week: Join us on 8 December 2020 for an #OCLCglobalcouncil webinar on developing strategies and services to s…
nidia_b,@jesseluna Hey Jesse. Did you shoot this? If so can KTLA use it with on screen credit? Our social share info is at… https://t.co/32n0i7jobd
emotionalmar_,RT @pestofreak: a social science university education is just writing papers making bold claims that you are not prepared to fully understa…
__kenn18,"RT @latraelrahming: Dear Young Bahamians,

Start it now. Don’t wait until 2021. 

Source the products, buy a domain name, secure the social…"
tiwtaw3,"#nowplaying ""Angel's Wings"" by Social Distortion via @AWA_official
 https://t.co/Io3m0TDrIF"
Asterix00000,La mixité social pronée par LREM c’est ça⤵️😂 https://t.co/ekRtlYzDaA
SwarskiBob,"@JocelynBenson @MIAttyGen @dananessel Funny! You want to #DefundThePolice, but then you call them for help. Maybe y… https://t.co/3qKXZUd3Sq"
KVFishman,@johnsmith19883 @tomselliott @SteveCollNY True. The question was originally about how much should mainstream journa… https://t.co/5HaegvJFbN
mldxoxomad,RT @McRouvi: It’s no wonder #DoubleDealingDavid didn’t want to answer questions at a debate. Georgia needs real Senate representation  work…
elsita201041,"@MarinaTreutberg Tratar de humillar a la policía o a sus dizque ""enemigos"" solo la pinta de ignorante y de una clas… https://t.co/KzRdZz9Gvv"
Amu_is_king,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
chick_in_kiev,"RT @Marxicology: Lee purposefully avoids mentioning that the budget for police in Baltimore has increased year after year, while recreation…"
NinaBrooke3,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
Sego5360,"@AKAdarkpig @javcove @noelovills @anag_g 🤣🤣🤣
Vergas?
Si da repele de la asquerosidad de persona que eres con solo e… https://t.co/vp0DimTD0r"
RicoGennero,@Rockets_Social Ok i feel same so lets let that go but telling me stfu i hate that man who wouldnt ?
gpinter03,@GovWhitmer @MichiganHHS If people can pack the big box stores on Black Friday why can’t we social distance in restaurants! 🤷‍♀️
niathahealer,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
femmeswift,"Se ci fosse stata Ilary in questo momento avrebbe detto “senti a Francè, te chiamo come chiamo mi marito, tua madre… https://t.co/Ngrl1H5hS0"
Kevin_Timm,Moms taking pics of their kids on the first day of school to bomb social media with: https://t.co/7fsftW1QIj
Gsiettas,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
Swarthyface,"""More than 76,000 [USA] people died of a drug overdose between April 2019 and April 2020 [... and] officials say th… https://t.co/qtL3DNqvm3"
ben_w_johnson0,@ConConTweetin The ideal social tbh
MisterJCE,RT @ThomasSowell: it is far easier to concentrate power than to concentrate knowledge. That is why so much social engineering backfires and…
Gemini_527,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
Real_Person_DH,"RT @Hornegger: As a comprehensive university, #FAU offers an outstanding framework for #DigitalHumanities. #DH will become a unique selling…"
itz_doroc,"RT @chunghawife: chungha se infectou enquanto tratava uma lesão no ombro, fez o teste de covid por vontade própria e entrou em isolamento s…"
Cuchulain09,My friend @ArriagaKristina wrote a great article with an important warning of where we are headed. My family fled F… https://t.co/lgScVa4PZU
citlawz,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
TomBales1,"RT @Bowden4Congress: ""Defund the police takes too long to explain, that's why it is a bad 'slogan.'""

Defund the police = reduce police fun…"
umyamalam,The value of social capital is very powerful https://t.co/DuQ4rfp8w0
trickbruno_,"Se você tem o Scouts no seu top do Spotify, marque-nos como o camarada aqui. O social media não funciona mas eu sim. https://t.co/27GneQT25N"
soobincoffe,por que eu só interajo com os podres dessa rede social
fuckingvecinos,RT @SkyNetTools: (Hunt Down Social Media Accounts by Usernames Using Sherlock  [Tutorial]) - https://t.co/XwPoTPS17C #Tutorials #infosec #n…
HadenOughu,@thehill #1 Trump Gods got you when in office again due something about fake news social media there not news just… https://t.co/4JO80YA9T3
seru25,"Wear your masks.
Wash your hands.
Social distance."
joermarriott,RT @ReverendWarnock: We're officially headed to a January runoff election against Kelly Loeffler and we need your help to win. Chip in righ…
enes69,"@seanhannity How come Trump voters do not know or do not care that he is fighting to take away their healthcare, so… https://t.co/b8MpRoLO06"
CAkingkid01,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
catarinagiglio,RT @majuulobato: eu vendo casal em toda santa rede social q eu entro https://t.co/ARfPwNSwcA
noisymedia,"RT @umairh: If anyone is to blame for Brexit, it’s two groups in society, one Brexiters on the right, whom we all know, who are fanatics, a…"
IzraelThe,RT @SenatorDurbin: Trump judicial nominee Stephen Schwartz is yet another extreme &amp; underqualified ideologue the Senate is considering this…
itz_echeverria,¿Qué karma estoy pagando con mi servicio social ?☹️😭
lillithdemon,Drinking a Harper’s American IPA by @AldiUK/@MarstonsBrewery @ Untappd at Home — https://t.co/gfM370mciK
johnjnorris,Throwing a bone to Tropicana social media people in case their Xmas bonus is based on engagement with the awful twe… https://t.co/6FFRp2oYbo
CornellNews,"The 2020 State of #NewYork Sustainability Conference focused on connecting human health, social justice, feeding th… https://t.co/NYxOXVvNoz"
SkylinerPilot,Drinking a Holiday Mule by Wax Wings Brewing Company @ Untappd at Home — https://t.co/uhJeNn8Q58
xooyaaa__,"RT @GlobalJisoo: 'We always listen to our fans’ feedback and monitor their responses because in these times, especially when we can’t meet…"
ATR_NR7,"RT @umekida: $ZI 不正会計疑惑。大丈夫なのかな？今日の下げはこれでしょうね。指値入れてたの、引っ込めておこうかな。 

SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of…"
bellazara_,"lots of us have an image of our ideal life in our minds. sometimes, social media closes the gap between reality &amp; o… https://t.co/37oqF4Bz5S"
_Cinna_,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
thekbeat,@livelaugh_LUST They ain’t shit. And this social media shit drive these ain’t shit asses up. They are very empowere… https://t.co/SNlIEHp2im
glenncampana,Drinking a Fruit Project: Stonefruit by @TreeHouseBrewCo @ Untappd at Home — https://t.co/aXZqXqX5wv
cristinamata830,RT @TPU19J: 🔥 #Ahora 🔥 Pasa en la dictadura narco paramilitar de #Colombia asesinan en Cauca al líder social Gilldon Solís Ambuila que apoy…
ChavezEsteves,RT @manupalominos: A 9 meses de la pandemia en Chile: El viernes hubo Mesa Social Covid-19 y NO se habló de este paso a fase 2 en toda la R…
cranberryhorn,"Former Alabama senator dies of Covid, in his last words warns, 'We messed up' https://t.co/KGwRKqa2zC via @YahooNews"
andradeffran,N tem coisa pior q ter apagado conversa/número de alguém q era importante p ti doi tanto ou pior mesmo eh apagar tu… https://t.co/HL3ikChmRR
Healthypauper,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
MariaJessMolin2,RT @literlandweb1: Nos ha llamado la atención esta carta publicada en un diario y escrita por un joven de 27 años. El valor de los abrazos…
egg_child_,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
lamaciera1,"RT @AgrupCiudadana: En este gobierno todo es fachada, para la foto, y el Ministerio de Salud no es la excepción, tiene el nombre pero le re…"
Calidreamin213,"@TFWriter Mourinho cared about United and called the glazers out 

Pogba came for the money like Di Maria , and onl… https://t.co/Tm5lgZ3Dq3"
JulioBig,"@aTno___ @g1 + conheço q estão infectados e muitos q passaram para familiares , amigos,  idosos etc.... infelizment… https://t.co/FIGwEF5AzL"
vnancyx,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
KeniaMilln1,"RT @online_satelite: «Estoy arriba en las encuestas por mi trabajo social y trayectoria política: Gerardo Vargas. https://t.co/OMG5e07NyZ
@…"
marykvte,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
Daneeishaa,"RT @JxckyArixs: I’m so private with my life. Social media is all jokes, y’all don’t know me"
GFucci58,"RT @RadioItalia: ""Per baciarti le labbra non mi basta la voce, ma ho bisogno che tu ti ricordi di me"" @MarroneEmma  - Latina 

https://t.co…"
gemini_v__,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
Leomc_3,RT @TheYearIs20BC: The Nintendo social media manager dropping a tweet https://t.co/aM17CzaSMp
algoquever1,RT @MXvsCORRUPCION: #Entérate: Visitamos los 20 municipios más pobres de Chiapas y encontramos que 45% de las niñas y niños que eran benefi…
sarahnoelle118,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
Complex,People have a lot of questions. 👀https://t.co/JjPlnGEeox
BW400CN,@NatalieFoskett @SkyNews I have multiple health issues but I deal with them myself and with advice from medical pro… https://t.co/YsF1znOZly
GenelRonquillo,My cousin really has the audacity to think I was talking around her when my mom was the one who did. I literally as… https://t.co/Bex802VFGu
jillciminillo,My first look at the @Chevrolet Tahoe. It's big. Did something a little different with this review as I talked a li… https://t.co/jdF8XvgXOa
Victoriamajari3,@NeilPHauer I think they are fake accounts. Azerbajanis filled the social media with their fake accounts. And for A… https://t.co/VP6RIMRppW
pryormolly1231,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
Mybell0068,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
janwilliams03,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
lozza018,"Whoever is handling @JoeBiden social media accounts, can you please let me know the best way to contact him? I’ve b… https://t.co/iZM3iSPTgs"
eatingflowers3,"Shameless washing hands, talking discrètement about social distanciation &amp; wearing masks ????? sign me tf up"
tnted96,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
JillDiane4,RT @McRouvi: It’s no wonder #DoubleDealingDavid didn’t want to answer questions at a debate. Georgia needs real Senate representation  work…
Jiffypop561,@sunshineskies7 Pretty much sums up social media
Aurora_Ranchal,@mami_meeple @bandarrita Además responde más o menos a la pregunta inicial de @bandarrita desde lo que espero que s… https://t.co/5ODn85ghj8
RocketRobot7,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
FandomPhobia_,"RT @catneylang: They arent social distancing, but the joestar radio episode has once again inspired me https://t.co/1zuMg97bzK"
HowBadisThat,"RT @delucca: O país afundado na maior crise de saúde pública (e em breve econômica e social), beirando os 180 mil mortos por coronavírus, e…"
100nicolas11,"RT @VTVcanal8: Indepaz denuncia asesinato de otro líder social colombiano

#VenezuelaVictoriosa

https://t.co/wxFVg2eH3t https://t.co/qrkC3…"
delcarmenville2,"RT @LlaneraChavist1: #Entérate 🗣Hoy Celebramos el Día Internacional de la Aviación Civil, que busca relevar la importancia del modo aéreo p…"
danni_nichole1,"RT @MC_Ledbetter: Honestly, shout out to any relationships that have made it through covid because some relationships/ friendships can be r…"
paguero02,Playera Champion 10 forever https://t.co/frsHq7RjUr a través de @zazzle
JudyLaTorre6,@realDonaldTrump This is a travesty.   there are no masks or social distancing.
Joseher82936392,"RT @MSVEnLinea: 🔴#MSVEnLinea || Protección social || Escaneo del @CarnetDLaPatria: 

➡️Mención @MSVEnLinea
➡️Nombre.
➡️Cédula o QR
➡️De don…"
AmigaKaiju,"RT @PFC40Book: Obama/Biden have placed IIA ASSETS in ALL MSM &amp; throughout social media.
IIA (Interactive Internet Activities - social media…"
